cpus=4
          <idle>-0     [000]  9142.037082735:          sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.652898214: (+4797)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.652906454: (+8240)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.662957343: (+10050889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.662962158: (+4815)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.662970176: (+8018)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.702890176: (+39920000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.702895250: (+5074)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.702905880: (+10630) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.712956065: (+10050185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.712960843: (+4778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.712969065: (+8222)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.752884806: (+39915741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.752890084: (+5278)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.752899046: (+8962)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.762950509: (+10051463) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.762955417: (+4908)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.762962972: (+7555)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.802880213: (+39917241) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.802885009: (+4796)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.802892843: (+7834)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.812943565: (+10050722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.812948306: (+4741)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.812955806: (+7500)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.852876416: (+39920610) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.852881546: (+5130)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.852891935: (+10389) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.862942361: (+10050426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.862947102: (+4741)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.862955157: (+8055)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.902872324: (+39917167) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.902877101: (+4777)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.902884768: (+7667)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.912935546: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.912940509: (+4963)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.912948268: (+7759)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.947348861: (+34400593) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.947353620: (+4759)  sched_switch:         swapper/0:0 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [000]  9147.947490101: (+136481) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
 jbd2/mmcblk0p2--93    [000]  9147.947496601: (+6500)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000]  9147.947579768: (+83167) sched_switch:         kworker/0:1H:67 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [000]  9147.947596768: (+17000) sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.949700953: (+2104185) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.949711638: (+10685) sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000]  9147.949735509: (+23871) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000]  9147.949749879: (+14370) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000]  9147.949763786: (+13907) sched_switch:         kworker/0:1H:67 [100] W ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000]  9147.949784935: (+21149) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000]  9147.949796101: (+11166) sched_switch:         ksoftirqd/0:12 [120] S ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [000]  9147.949860120: (+64019) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
 jbd2/mmcblk0p2--93    [000]  9147.949866509: (+6389)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000]  9147.949904416: (+37907) sched_switch:         kworker/0:1H:67 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [000]  9147.949921064: (+16648) sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.951939379: (+2018315) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.951947175: (+7796)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000]  9147.951960805: (+13630) sched_switch:         kworker/0:1H:67 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.951967342: (+6537)  sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.951970286: (+2944)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000]  9147.951977823: (+7537)  sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000]  9147.951987749: (+9926)  sched_switch:         kworker/0:1H:67 [100] W ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000]  9147.951997823: (+10074) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000]  9147.952007305: (+9482)  sched_switch:         ksoftirqd/0:12 [120] S ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [000]  9147.952028416: (+21111) sched_switch:         jbd2/mmcblk0p2-:93 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.952866527: (+838111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.952872305: (+5778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.952887323: (+15018) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9147.962938360: (+10051037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9147.962943453: (+5093)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9147.962952990: (+9537)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.002864490: (+39911500) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.002869323: (+4833)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.002877471: (+8148)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.012928249: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.012933101: (+4852)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.012940508: (+7407)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.052859138: (+39918630) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.052863860: (+4722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.052871693: (+7833)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.062922230: (+10050537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.062927045: (+4815)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.062934360: (+7315)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.102855360: (+39921000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.102860490: (+5130)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.102870064: (+9574)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.112920860: (+10050796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.112925582: (+4722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.112933990: (+8408)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.152851341: (+39917351) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.152856304: (+4963)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.152865601: (+9297)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.162916045: (+10050444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.162920860: (+4815)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.162928989: (+8129)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.202848082: (+39919093) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.202854397: (+6315)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.202865897: (+11500) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.212916323: (+10050426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.212921156: (+4833)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.212929823: (+8667)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.252843267: (+39913444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.252847952: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.252855785: (+7833)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.262906304: (+10050519) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.262910952: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.262918230: (+7278)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.302838322: (+39920092) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.302843304: (+4982)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.302853063: (+9759)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.312903192: (+10050129) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.312908044: (+4852)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.312915970: (+7926)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.352834711: (+39918741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.352839637: (+4926)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.352849711: (+10074) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.362900266: (+10050555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.362905044: (+4778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.362913581: (+8537)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.402830414: (+39916833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.402835303: (+4889)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.402843063: (+7760)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.412893766: (+10050703) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.412898488: (+4722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.412906229: (+7741)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.452826377: (+39920148) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.452833729: (+7352)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.452853377: (+19648) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.462895359: (+10041982) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.462900303: (+4944)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.462910192: (+9889)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.502822007: (+39911815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.502826729: (+4722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.502835358: (+8629)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.512886007: (+10050649) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.512890692: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9148.512897988: (+7296)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9148.526469618: (+13571630) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9148.526484803: (+15185) sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9148.526505377: (+20574) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
