cpus=4
          <idle>-0     [000] 14880.765691584:          sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.274668104: (+3130)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.274686456: (+18352) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.284685437: (+9998981) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.284690215: (+4778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.284699104: (+8889)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.323736085: (+39036981) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.323740733: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.323753622: (+12889) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.324639085: (+885463) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.324643418: (+4333)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.324651696: (+8278)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.324802622: (+150926) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.324807067: (+4445)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.324827400: (+20333) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.334702696: (+9875296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.334707363: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.334715974: (+8611)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.373882214: (+39166240) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.373888789: (+6575)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.373914196: (+25407) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.374644492: (+730296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.374649048: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.374661159: (+12111) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.374961900: (+300741) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.374966603: (+4703)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.375003048: (+36445) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.375011363: (+8315)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.375015492: (+4129)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.375039381: (+23889) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.384712696: (+9673315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.384717307: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.384727344: (+10037) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.424088529: (+39361185) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.424093029: (+4500)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.424106585: (+13556) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.424647955: (+541370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.424652362: (+4407)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.424660807: (+8445)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.425155344: (+494537) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.425159696: (+4352)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.425181937: (+22241) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.434712251: (+9530314) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.434716918: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.434725825: (+8907)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.474231381: (+39505556) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.474235677: (+4296)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.474249473: (+13796) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.474651325: (+401852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.474655733: (+4408)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.474664325: (+8592)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.475298214: (+633889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.475302696: (+4482)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.475324622: (+21926) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.475334214: (+9592)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.475338362: (+4148)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.475357010: (+18648) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.484715640: (+9358630) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.484720288: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.484728936: (+8648)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.524407029: (+39678093) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.524411288: (+4259)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.524425195: (+13907) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.524655121: (+229926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.524659510: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.524668381: (+8871)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.525473992: (+805611) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.525478418: (+4426)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.525499529: (+21111) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.534719381: (+9219852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.534723992: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.534732788: (+8796)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.574548695: (+39815907) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.574552973: (+4278)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.574566695: (+13722) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.574659251: (+92556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.574663510: (+4259)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.574671954: (+8444)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.575615343: (+943389) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.575619806: (+4463)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.575640677: (+20871) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.575650362: (+9685)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.575654380: (+4018)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.575672584: (+18204) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.584723158: (+9050574) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.584727714: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.584736899: (+9185)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.623722325: (+38985426) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.623726732: (+4407)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.623739714: (+12982) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.624663158: (+923444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.624667528: (+4370)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.624675862: (+8334)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.624788621: (+112759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.624793047: (+4426)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.624813214: (+20167) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.634726954: (+9913740) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.634731602: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.634740751: (+9149)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.673862565: (+39121814) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.673866843: (+4278)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.673880380: (+13537) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.674667176: (+786796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.674671491: (+4315)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.674679621: (+8130)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.674929324: (+249703) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.674933732: (+4408)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.674954917: (+21185) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.674964287: (+9370)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.674968380: (+4093)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.674987547: (+19167) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.684730787: (+9743240) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.684735306: (+4519)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.684744158: (+8852)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.724037121: (+39292963) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.724041658: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.724054306: (+12648) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.724671195: (+616889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.724675528: (+4333)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.724683972: (+8444)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.725103306: (+419334) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.725107713: (+4407)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.725128380: (+20667) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.734735046: (+9606666) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.734739695: (+4649)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.734748306: (+8611)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.774176880: (+39428574) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.774181157: (+4277)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.774195194: (+14037) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.774675176: (+479982) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.774679565: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.774687843: (+8278)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.775243713: (+555870) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.775248269: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.775268972: (+20703) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.775278602: (+9630)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.775282731: (+4129)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14885.775301528: (+18797) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14885.784739120: (+9437592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14885.784743806: (+4686)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14885.784752565: (+8759)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
