cpus=4
          stress-3674  [002] 14905.259426102:          sched_wakeup:         sshd:778 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.709073229: (+4010556) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.709082173: (+8944)  sched_switch:         stress:3677 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14910.709098247: (+16074) sched_switch:         rcu_preempt:13 [120] W ==> stress:3672 [120]
          stress-3672  [002] 14910.717048099: (+7949852) sched_switch:         stress:3672 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.725049599: (+8001500) sched_switch:         stress:3678 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.725319266: (+269667) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.725329414: (+10148) sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.725412433: (+83019) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.725441155: (+28722) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.725466914: (+25759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14910.725481507: (+14593) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14910.725511229: (+29722) sched_switch:         ngrok:555 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14910.733061692: (+7550463) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.741052007: (+7990315) sched_switch:         stress:3672 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.749044007: (+7992000) sched_switch:         stress:3678 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.757058414: (+8014407) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.765048581: (+7990167) sched_switch:         stress:3672 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.769072729: (+4024148) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14910.769081988: (+9259)  sched_switch:         stress:3678 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14910.769113377: (+31389) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3677 [120]
          stress-3677  [002] 14910.774567803: (+5454426) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.774575581: (+7778)  sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.774625858: (+50277) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14910.775666340: (+1040482) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14910.775670081: (+3741)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.775696099: (+26018) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.775719340: (+23241) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.775736044: (+16704) sched_switch:         ngrok:553 [120] S ==> stress:3672 [120]
          stress-3672  [002] 14910.785043543: (+9307499) sched_switch:         stress:3672 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.793043247: (+7999704) sched_switch:         stress:3678 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.801065358: (+8022111) sched_switch:         stress:3677 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.809042951: (+7977593) sched_switch:         stress:3678 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.817056321: (+8013370) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.824781729: (+7725408) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14910.824789877: (+8148)  sched_switch:         stress:3672 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.824849969: (+60092) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14910.825887858: (+1037889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14910.825891191: (+3333)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.825917377: (+26186) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.825938395: (+21018) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.825960617: (+22222) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14910.825975062: (+14445) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14910.826003136: (+28074) sched_switch:         ngrok:555 [120] S ==> stress:3672 [120]
          stress-3672  [002] 14910.833042562: (+7039426) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.841066191: (+8023629) sched_switch:         stress:3677 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.849042488: (+7976297) sched_switch:         stress:3678 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.857041691: (+7999203) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.865054043: (+8012352) sched_switch:         stress:3677 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14910.873046932: (+7992889) sched_switch:         stress:3678 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.875059284: (+2012352) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14910.875063339: (+4055)  sched_switch:         stress:3672 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.875104395: (+41056) sched_switch:         ngrok:555 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14910.876153284: (+1048889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.876160506: (+7222)  sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.876194062: (+33556) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.876320839: (+126777) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.876339914: (+19075) sched_switch:         ngrok:553 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14910.885041951: (+8702037) sched_switch:         stress:3678 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.889064821: (+4022870) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14910.889071247: (+6426)  sched_switch:         stress:3672 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14910.889093339: (+22092) sched_switch:         kcompactd0:43 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14910.897091228: (+7997889) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.905041580: (+7950352) sched_switch:         stress:3672 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14910.913047154: (+8005574) sched_switch:         stress:3675 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.921073117: (+8025963) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.925056395: (+3983278) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14910.925061080: (+4685)  sched_switch:         stress:3672 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14910.925074117: (+13037) sched_switch:         rcu_preempt:13 [120] W ==> stress:3675 [120]
          stress-3675  [002] 14910.925364765: (+290648) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14910.925368839: (+4074)  sched_switch:         stress:3675 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.925421302: (+52463) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.925496784: (+75482) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.925521080: (+24296) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14910.925536710: (+15630) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14910.925564228: (+27518) sched_switch:         ngrok:555 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14910.933040821: (+7476593) sched_switch:         stress:3675 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.941040802: (+7999981) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.949066006: (+8025204) sched_switch:         stress:3677 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14910.957079728: (+8013722) sched_switch:         stress:3675 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.965040191: (+7960463) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14910.973078228: (+8038037) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.973095265: (+17037) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.973103543: (+8278)  sched_switch:         stress:3677 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14910.973133617: (+30074) sched_switch:         kworker/2:1:3243 [120] W ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14910.973149561: (+15944) sched_switch:         rcu_preempt:13 [120] W ==> stress:3675 [120]
          stress-3675  [002] 14910.974613506: (+1463945) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14910.974618172: (+4666)  sched_switch:         stress:3675 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.974655839: (+37667) sched_switch:         ngrok:555 [120] S ==> stress:3672 [120]
          stress-3672  [002] 14910.975699728: (+1043889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14910.975704987: (+5259)  sched_switch:         stress:3672 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14910.975732858: (+27871) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14910.975759561: (+26703) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14910.975779932: (+20371) sched_switch:         ngrok:553 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14910.981068672: (+5288740) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14910.981077635: (+8963)  sched_switch:         stress:3677 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14910.981096135: (+18500) sched_switch:         rcu_preempt:13 [120] W ==> stress:3675 [120]
          stress-3675  [002] 14910.989040061: (+7943926) sched_switch:         stress:3675 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14910.997040672: (+8000611) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14911.005064561: (+8023889) sched_switch:         stress:3677 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14911.013039820: (+7975259) sched_switch:         stress:3675 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14911.021039857: (+8000037) sched_switch:         stress:3672 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14911.024818524: (+3778667) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14911.024827635: (+9111)  sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14911.024877265: (+49630) sched_switch:         ngrok:555 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14911.025918339: (+1041074) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14911.025921580: (+3241)  sched_switch:         stress:3675 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14911.025950228: (+28648) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14911.025971728: (+21500) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14911.025994635: (+22907) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14911.026009043: (+14408) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14911.026037691: (+28648) sched_switch:         ngrok:555 [120] S ==> stress:3672 [120]
          stress-3672  [002] 14911.033038820: (+7001129) sched_switch:         stress:3672 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14911.041038617: (+7999797) sched_switch:         stress:3675 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14911.049059061: (+8020444) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14911.057038894: (+7979833) sched_switch:         stress:3672 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14911.065038024: (+7999130) sched_switch:         stress:3675 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14911.073052783: (+8014759) sched_switch:         stress:3677 [120] R ==> stress:3672 [120]
          stress-3672  [002] 14911.075098616: (+2045833) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3672  [002] 14911.075107616: (+9000)  sched_switch:         stress:3672 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14911.075168246: (+60630) sched_switch:         ngrok:555 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14911.076212005: (+1043759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14911.076218394: (+6389)  sched_switch:         stress:3675 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14911.076260413: (+42019) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14911.076299172: (+38759) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14911.076322987: (+23815) sched_switch:         ngrok:553 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14911.081069616: (+4746629) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14911.081077246: (+7630)  sched_switch:         stress:3677 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14911.081101320: (+24074) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3672 [120]
