cpus=4
          stress-3142  [001] 14544.346176071:          sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.152359401: (+20667) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.152366141: (+6740)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.152410382: (+44241) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.152422660: (+12278) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.152426030: (+3370)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.152437271: (+11241) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.152463771: (+26500) sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.152553123: (+89352) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.152556715: (+3592)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.152622993: (+66278) sched_switch:         kworker/u8:1:2871 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.154936567: (+2313574) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.154942382: (+5815)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.155028030: (+85648) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.155033086: (+5056)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.155049327: (+16241) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.155541123: (+491796) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.155545660: (+4537)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14550.155552530: (+6870)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.155566438: (+13908) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.155586456: (+20018) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.155590530: (+4074)  sched_switch:         stress:3144 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.157047401: (+1456871) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.157052530: (+5129)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.157074253: (+21723) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.157078419: (+4166)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.157080938: (+2519)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.157134530: (+53592) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.157137623: (+3093)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.157156623: (+19000) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.157201919: (+45296) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.157206475: (+4556)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14550.157212327: (+5852)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.157241845: (+29518) sched_switch:         kworker/u8:1:2871 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14550.157250345: (+8500)  sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.157257734: (+7389)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.157262104: (+4370)  sched_switch:         stress:3141 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14550.157266067: (+3963)  sched_switch:         kworker/1:2H:2882 [100] W ==> stress:3141 [120]
          stress-3141  [001] 14550.157319641: (+53574) sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.157331753: (+12112) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.159166049: (+1834296) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.159172327: (+6278)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.159200530: (+28203) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14550.159205419: (+4889)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.159208993: (+3574)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.159228993: (+20000) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.159255438: (+26445) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14550.159282697: (+27259) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14550.167520419: (+8237722) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.167535104: (+14685) sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.167577919: (+42815) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14550.167584512: (+6593)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.167589771: (+5259)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.167620975: (+31204) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.167650252: (+29277) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14550.167747752: (+97500) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14550.169644160: (+1896408) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.169655549: (+11389) sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.169686512: (+30963) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14550.169690734: (+4222)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.169693771: (+3037)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.169712234: (+18463) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.169728752: (+16518) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14550.169749012: (+20260) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14550.173946197: (+4197185) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.173953938: (+7741)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.174102197: (+148259) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.174116789: (+14592) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.174127308: (+10519) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.174132197: (+4889)  sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.174154104: (+21907) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.174163956: (+9852)  sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.174168197: (+4241)  sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174172864: (+4667)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174175882: (+3018)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174180493: (+4611)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174193327: (+12834) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174195752: (+2425)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174200086: (+4334)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174207382: (+7296)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174209827: (+2445)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174214049: (+4222)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174221623: (+7574)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174224086: (+2463)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174228382: (+4296)  sched_switch:         stress:3144 [120] R ==> stress:3142 [120]
          stress-3142  [001] 14550.174231715: (+3333)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174234660: (+2945)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174238827: (+4167)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174242827: (+4000)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174245197: (+2370)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174249530: (+4333)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174256104: (+6574)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174258456: (+2352)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174262864: (+4408)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174275678: (+12814) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174278234: (+2556)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174282382: (+4148)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174290012: (+7630)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174292401: (+2389)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174296827: (+4426)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174302678: (+5851)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174305049: (+2371)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174314678: (+9629)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174432604: (+117926) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174437697: (+5093)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174444530: (+6833)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174455345: (+10815) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174458049: (+2704)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174462234: (+4185)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174468567: (+6333)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174471086: (+2519)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174506345: (+35259) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.174513697: (+7352)  sched_switch:         stress:3144 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14550.174531030: (+17333) sched_switch:         rcu_preempt:13 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.174540419: (+9389)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174547512: (+7093)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174550030: (+2518)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174554456: (+4426)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174558475: (+4019)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174560938: (+2463)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174565086: (+4148)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174571419: (+6333)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174573771: (+2352)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174577882: (+4111)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174583178: (+5296)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174585697: (+2519)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174589975: (+4278)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174596345: (+6370)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.174598808: (+2463)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.174602975: (+4167)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.174608938: (+5963)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
