CPU 3 is empty
cpus=4
   task_server.a-2393  [002]  9093.707135419:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.667315049: (+2537)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.667326882: (+11833) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.667331141: (+4259)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.667333308: (+2167)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.667342160: (+8852)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.667373900: (+31740) sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.667385734: (+11834) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.672625160: (+5239426) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.672627919: (+2759)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.672639197: (+11278) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.672643363: (+4166)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.672645641: (+2278)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.672654567: (+8926)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.672664697: (+10130) sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.672677160: (+12463) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.678517104: (+5839944) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.678519678: (+2574)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.678530845: (+11167) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.678535271: (+4426)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.678537623: (+2352)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.678546863: (+9240)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.678555919: (+9056)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.678562271: (+6352)  sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002]  9098.678566715: (+4444)  sched_switch:         ksoftirqd/2:23 [120] S ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9098.678620456: (+53741) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.684196345: (+5575889) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.684199104: (+2759)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.684210419: (+11315) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.684214715: (+4296)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.684217011: (+2296)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.684226141: (+9130)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.684235160: (+9019)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.684240345: (+5185)  sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002]  9098.684244826: (+4481)  sched_switch:         ksoftirqd/2:23 [120] S ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9098.684276974: (+32148) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.689505252: (+5228278) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.689507974: (+2722)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.689519308: (+11334) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.689523882: (+4574)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.689526178: (+2296)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.689536271: (+10093) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.689545141: (+8870)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.689555789: (+10648) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.691606919: (+2051130) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.691609845: (+2926)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.691620974: (+11129) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.691625104: (+4130)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.691627456: (+2352)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.691636160: (+8704)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.691644919: (+8759)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.691655400: (+10481) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.693707845: (+2052445) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.693710437: (+2592)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.693721363: (+10926) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.693725493: (+4130)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.693727771: (+2278)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.693736437: (+8666)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.693744993: (+8556)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.693755178: (+10185) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.695657752: (+1902574) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.695660511: (+2759)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.695671641: (+11130) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.695675900: (+4259)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.695678160: (+2260)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.695686826: (+8666)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.695695771: (+8945)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.695706067: (+10296) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.697758419: (+2052352) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.697760993: (+2574)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.697771956: (+10963) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.697776011: (+4055)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.697778345: (+2334)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.697787048: (+8703)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.697795715: (+8667)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.697806104: (+10389) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.699846048: (+2039944) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.699848697: (+2649)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.699859715: (+11018) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.699863826: (+4111)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.699866030: (+2204)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.699874752: (+8722)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.699883678: (+8926)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.699894178: (+10500) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.701852530: (+1958352) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.701856178: (+3648)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9098.701877900: (+21722) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.701991234: (+113334) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.701993752: (+2518)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.702004752: (+11000) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.702008771: (+4019)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.702010974: (+2203)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.702019974: (+9000)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.702028845: (+8871)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.702040400: (+11555) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.702218585: (+178185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.702221956: (+3371)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9098.702233456: (+11500) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.702925419: (+691963) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.702928715: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9098.702945085: (+16370) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9098.702960882: (+15797) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9098.702971678: (+10796) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.704143326: (+1171648) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.704146011: (+2685)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.704157271: (+11260) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.704161826: (+4555)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.704164141: (+2315)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.704173141: (+9000)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.704182141: (+9000)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.704195622: (+13481) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.706094641: (+1899019) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.706098419: (+3778)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.706109715: (+11296) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.706113845: (+4130)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.706116141: (+2296)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.706124993: (+8852)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.706133641: (+8648)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.706144308: (+10667) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.708247863: (+2103555) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.708250511: (+2648)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.708261456: (+10945) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.708266011: (+4555)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.708268234: (+2223)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.708276771: (+8537)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.708285400: (+8629)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.708298752: (+13352) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.710308604: (+2009852) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.710311437: (+2833)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.710322697: (+11260) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.710326919: (+4222)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.710329252: (+2333)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.710337882: (+8630)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9098.710346308: (+8426)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9098.710356659: (+10351) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.712286234: (+1929575) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.712289530: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9098.712299622: (+10092) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.712460604: (+160982) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9098.712463308: (+2704)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9098.712474326: (+11018) sched_switch:         kworker/2:1H:96 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9098.712478456: (+4130)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
